,birthArea,birthDate,currentNationalTeamId,currentTeamId,firstName,foot,height,lastName,middleName,passportArea,role,shortName,weight,wyId
1141,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1985-09-21,6380,5649,Pedro,right,190,Tonon Geromel,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Geromel,84,15272
1142,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1994-04-21,null,2457,Mitchell,right,176,Weiser,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Weiser,67,15276
1143,"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",1993-07-30,null,676,Andr\u00e9 Filipe,right,188,Tavares Gomes,,"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Andr\u00e9 Gomes,84,211885
1144,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1991-08-04,null,2463,Christian,right,179,Clemens,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Clemens,79,15278
1145,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",1985-02-19,13869,13559,S\u0142awomir,right,173,Peszko,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Peszko,69,15282
1146,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1983-03-23,null,2449,Sascha,right,174,Riether,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",S. Riether,70,15284
1147,"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}",1991-05-22,null,13898,Odise,right,187,Roshi,,"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",O. Roshi,80,15285
1148,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1991-08-24,null,2482,Mark,left,185,Uth,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Uth,74,15292
1149,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1993-12-19,null,2463,Leonardo,right,171,Bittencourt,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",L. Bittencourt,63,15317
1150,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}",1997-10-31,null,698,Math\u00edas,left,184,Olivera Miramontes,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Olivera,78,375771
1151,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1995-05-03,null,3776,Anwar,right,189,El Ghazi,,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. El Ghazi,90,286553
1152,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1992-12-15,12274,12062,Maximiliano Eduardo,right,180,Meza,,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Meza,77,146459
1153,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1988-07-17,null,2460,Daniel,right,178,Brosinski,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Brosinski,70,15399
1154,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1990-03-09,null,2453,Nicolas,right,181,H\u00f6fler,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",N. H\u00f6fler,78,15430
1155,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-07-15,null,3787,Morgan,left,177,Poaty,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Poaty,73,343116
1156,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1987-04-05,null,,Max,right,190,Gr\u00fcn,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Gr\u00fcn,86,15444
1157,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1986-06-09,null,,M\u00ebrgim,left,189,Mavraj,,"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Mavraj,84,15449
1158,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1993-08-17,null,680,Johannes,right,181,Geis,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Geis,81,15455
1159,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1992-09-13,null,2455,Felix,right,179,Klaus,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Klaus,79,15456
1160,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1993-05-25,null,3775,Pierre,right,185,Lees Melou,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Lees Melou,69,277629
1161,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1994-04-02,null,2453,Janik,right,186,Haberer,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Haberer,78,15487
1162,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1995-01-28,null,2453,Marc-Oliver,left,186,Kempf,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Kempf,87,146569
1163,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1990-10-24,null,2453,Florian,right,186,Niederlechner,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Niederlechner,86,15503
1164,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1996-05-02,3148,2446,Julian,right,183,Brandt,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Brandt,82,146583
1165,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1983-10-13,null,2482,Alexander,right,189,Stolz,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Stolz,89,15512
1166,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1995-01-12,null,3157,Alessio,left,188,Romagnoli,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Romagnoli,78,146588
1167,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1995-07-14,null,3204,Federico,right,182,Mattiello,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Mattiello,75,146590
1168,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1994-02-08,null,3157,Hakan,right,178,\u00c7alhano\u011flu,,"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. \u00c7alhano\u011flu,76,15524
1169,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1991-04-15,null,2453,Marco,right,176,Terrazzino,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Terrazzino,74,15533
1170,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1991-06-26,null,2463,Simon,right,179,Zoller,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Zoller,70,15543
1171,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1991-07-10,null,3772,Jonathan Renato,right,173,Barbosa,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Jonathan Cafu,65,48318
1172,"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",1998-10-12,9911,3162,Bruno Andr\u00e9,right,180,Cavaco Jord\u00e3o,,"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Bruno Jord\u00e3o,73,401277
1173,"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",1997-06-25,16276,3775,Bassem ,left,176,Srarfi,,"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",B. Srarfi,71,408827
1174,"{'name': 'Paraguay', 'id': '600', 'alpha3code': 'PRY', 'alpha2code': 'PY'}",1993-05-06,15516,5646,Gustavo Ra\u00fal,right,185,G\u00f3mez Portillo,,"{'name': 'Paraguay', 'id': '600', 'alpha3code': 'PRY', 'alpha2code': 'PY'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",G. G\u00f3mez,85,113927
1175,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",1987-04-27,7839,12444,Hannes \u00de\u00f3r,right,194,Halld\u00f3rsson,,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",H. Halld\u00f3rsson,89,57226
1176,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}",1983-03-25,15670,5657,Mart\u00edn Andr\u00e9s,right,187,Silva Leites,,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Silva,80,113995
1177,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1986-02-12,null,2481,Marcel,right,176,Heller,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Heller,70,15695
1178,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1989-07-04,null,2482,Benjamin,left,193,H\u00fcbner,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",B. H\u00fcbner,86,15719
1179,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",1997-06-15,7839,10,Albert,right,177,Gudmundsson,,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Gudmundsson,66,216568
1180,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1988-01-15,null,2443,Sebastian,right,191,Langkamp,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",S. Langkamp,85,15771
1181,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1990-06-05,null,2455,Matthias,left,178,Ostrzolek,,"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Ostrzolek,72,15772
1182,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1983-09-01,null,2451,Paul,right,178,Verhaegh,,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",P. Verhaegh,74,15775
1183,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1984-05-18,null,2481,Daniel,right,176,Baier,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Baier,78,15777
1184,"{'name': 'Korea Republic', 'id': '410', 'alpha3code': 'KOR', 'alpha2code': 'KR'}",1989-02-27,14855,2481,Ja-Cheol,right,183,Koo,,"{'name': 'Korea Republic', 'id': '410', 'alpha3code': 'KOR', 'alpha2code': 'KR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Ja-Cheol Koo,79,15781
1185,"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",1989-11-01,null,2481,Jan,right,180,Mor\u00e1vek,,"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Mor\u00e1vek,77,15782
1186,"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",1992-06-25,5629,2451,Koen,left,197,Casteels,,"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",K. Casteels,86,15795
1187,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1981-03-18,null,,Tom,right,194,Starke,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",T. Starke,98,15797
1188,"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",1987-03-13,null,2445,Andreas,right,180,Beck,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Beck,74,15798
1189,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1987-12-11,8134,2454,Fabian,right,183,Johnson,,"{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Johnson,74,15804
1190,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1992-08-03,7712,1619,Jannik,right,199,Vestergaard,,"{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Vestergaard,98,15806
1191,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1991-10-02,6380,1612,Roberto Firmino,right,181,Barbosa de Oliveira,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Roberto Firmino,76,15808
1192,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1988-09-16,null,2975,Dominik,right,171,Kaiser,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Kaiser,67,15810
1193,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1990-02-28,3148,2444,Sebastian,right,180,Rudy,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Rudy,74,15811
1194,"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",1984-10-08,null,,Sejad,left,182,Salihovi\u0107,,"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Salihovi\u0107,79,15812
1195,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1990-05-12,null,2454,Tobias,right,188,Strobl,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",T. Strobl,77,15813
1196,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1988-11-08,null,2450,Sven,right,186,Schipplock,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Schipplock,84,15821
1197,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}",1994-12-01,null,683,Federico,left,178,Ricca Rostagnol,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Ricca,73,278007
1198,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1990-08-13,null,2450,Andr\u00e9,right,185,Hahn,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Hahn,80,15877
1199,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}",1995-04-19,null,695,Erick Cathriel,right,186,Cabaco Almada,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",E. Cabaco,75,278049
1200,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1997-03-22,null,3162,Luiz Felipe,right,187,Ramos Marchi,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Luiz Felipe,72,376362
1201,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1988-09-22,null,2445,Jens,right,192,Grahl,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",J. Grahl,91,15924
1202,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1991-11-21,null,2975,Diego,right,170,Demme,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Demme,68,15937
1203,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1991-01-08,null,2482,Lukas,right,178,Rupp,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",L. Rupp,73,15942
1204,"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",1990-01-24,null,2482,Ermin,right,185,Bi\u010dak\u010di\u0107,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",E. Bi\u010dak\u010di\u0107,85,15952
1205,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1995-11-28,9598,2446,Tin,right,184,Jedvaj,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Jedvaj,81,212604
1206,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1995-04-03,null,2451,William,right,172,de Asevedo Furtado,,"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",William,70,343685
1207,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1985-11-03,null,2455,Philipp,right,196,Tschauner,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",P. Tschauner,93,16010
1208,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1988-03-19,null,2443,Max,left,180,Kruse,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Kruse,76,16025
1209,"{'name': 'Congo', 'id': '178', 'alpha3code': 'COG', 'alpha2code': 'CG'}",1998-07-20,null,698,Merveille Valthy Streeker,right,178,Ndockyt,,"{'name': 'Congo', 'id': '178', 'alpha3code': 'COG', 'alpha2code': 'CG'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Ndockyt,63,376474
1210,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1987-02-07,null,2443,Fin,right,176,Bartels,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F. Bartels,69,16027
1211,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1993-03-27,null,701,Gonzalo,right,182,Escalante,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Escalante,76,212644
1212,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1988-03-02,null,2463,Simon,right,192,Terodde,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Terodde,83,16094
1213,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1998-06-13,4425,3782,Rona\u00ebl,right,177,Pierre-Gabriel,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",R. Pierre-Gabriel,76,396616
1214,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1990-10-09,null,2975,Kevin,right,178,Kampl,,"{'name': 'Slovenia', 'id': '705', 'alpha3code': 'SVN', 'alpha2code': 'SI'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. Kampl,67,16110
1215,"{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}",1984-03-20,null,,Robert,left,194,Almer,,"{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",R. Almer,89,16126
1216,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1995-09-01,null,696,Munir,left,175,El Haddadi Mohamed,,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Munir,69,278278
1217,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1994-03-28,null,687,Aritz,right,180,Elustondo Irribaria,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Aritz Elustondo,71,278288
1218,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1995-12-14,1598,675,\u00c1lvaro,right,175,Odriozola Arzallus,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Odriozola,66,278289
1219,"{'name': 'Australia', 'id': '36', 'alpha3code': 'AUS', 'alpha2code': 'AU'}",1988-10-05,8493,2448,Robbie,right,179,Kruse,,"{'name': 'Australia', 'id': '36', 'alpha3code': 'AUS', 'alpha2code': 'AU'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Kruse,70,16151
